,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
0,4.7,87.3,31.5,17.2,14.5,44030,13.7,32.7,12.2,3.0,1.383,4.9,76.9,27.9,3.1,30.9,27.0,16.2,2.5,32.7,23.1
1,5.2,85.1,31.6,17.3,15.7,42628,11.8,34.3,15.4,2.6,0.9282,3.9,78.1,30.9,3.2,33.0,25.7,15.5,2.0,32.4,21.6
2,5.2,86.3,30.8,16.3,18.5,40896,10.8,32.5,16.4,3.0,0.9179999999999999,4.0,79.5,26.0,3.0,33.6,25.7,15.0,2.0,33.0,20.4
3,4.1,86.1,28.1,17.1,21.0,39246,13.6,30.4,13.0,3.4,0.8296,5.4,75.5,6.9,6.0,30.0,27.2,17.1,1.5,35.1,16.3
4,4.6,87.2,38.4,16.1,13.8,49202,12.0,33.1,14.9,4.2,1.7472,5.8,81.8,17.2,5.0,32.2,27.8,15.0,3.8,26.6,29.5
5,3.9,86.7,40.6,13.7,11.5,58073,9.3,30.5,13.8,4.4,1.43,6.5,84.7,14.5,4.9,32.6,26.6,15.4,4.8,26.4,34.6
6,6.8,82.0,26.9,23.0,19.9,31563,13.8,38.0,16.1,2.1,0.6342,3.6,72.1,63.9,2.6,35.1,25.0,13.6,1.2,35.4,17.9
7,3.1,85.3,33.7,16.5,13.0,47083,10.5,35.1,10.6,2.7,1.4742,4.0,81.9,27.3,3.0,30.7,26.7,17.1,3.4,32.7,24.0
8,3.4,86.2,32.0,16.2,17.8,42035,10.1,36.2,15.1,2.6,0.9828,4.5,81.8,32.2,3.5,32.4,26.3,16.1,2.4,31.9,21.8
9,3.8,85.1,33.4,16.6,18.1,46544,8.3,32.6,14.4,2.8,0.9716,4.0,86.3,26.3,3.0,32.9,26.3,15.4,2.4,30.5,22.8
10,3.3,87.1,28.0,17.0,21.1,41110,9.5,31.2,11.9,3.4,1.02,5.7,81.6,7.1,6.7,29.7,27.2,17.8,2.3,33.4,17.1
11,3.1,88.8,39.1,16.5,14.3,51690,8.2,36.1,15.6,4.3,1.6254,6.2,86.9,17.9,5.1,31.9,27.5,15.7,4.7,28.0,30.3
12,2.7,87.0,42.6,13.5,9.7,61413,6.7,32.3,12.9,4.8,1.6944,7.1,89.7,14.9,4.8,32.1,26.4,15.5,6.2,24.8,36.7
13,6.1,82.5,28.2,21.2,18.4,34664,10.5,40.0,14.4,2.9,0.7743,4.3,78.8,63.5,2.6,33.8,25.1,15.1,1.7,33.6,19.4
14,5.0,82.3,31.0,18.9,21.5,37123,11.7,42.6,15.4,2.7,0.6723,4.1,81.5,63.1,3.5,33.5,25.1,15.3,1.8,33.6,20.3
15,2.7,88.3,42.0,13.8,14.9,57174,8.7,32.8,14.5,4.2,1.8984,6.5,90.5,18.0,5.3,32.0,27.0,16.5,5.2,26.9,34.0
16,2.4,86.3,41.8,13.3,11.5,66835,7.5,30.9,12.7,4.5,1.953,7.3,92.3,15.3,4.7,32.1,26.1,16.7,7.9,25.0,36.3
17,2.8,86.1,33.0,18.5,15.4,46445,12.3,36.4,11.9,3.0,1.599,4.3,87.8,27.5,3.4,30.4,26.5,17.8,3.6,33.3,24.4
18,3.2,86.7,33.3,16.3,18.5,48290,10.5,35.5,13.7,2.7,1.3581,4.4,84.7,32.1,3.7,32.2,25.9,17.1,3.0,32.2,22.6
19,3.7,86.3,32.9,16.3,19.6,45832,9.3,33.3,14.2,2.7,1.1448,4.7,88.1,26.0,3.1,32.1,25.9,16.8,3.2,31.5,21.8
20,2.6,87.6,29.9,16.1,23.3,45387,10.3,30.6,10.9,3.4,0.9112,5.7,84.5,7.5,6.5,29.6,26.5,18.6,3.0,33.6,17.7
21,5.1,69.5,35.8,18.6,11.7,71583,17.2,33.9,18.6,7.4,4.144,16.6,91.5,3.4,6.7,36.6,25.6,9.5,6.4,28.4,28.0
22,5.4,69.0,37.2,17.6,11.3,76440,14.0,34.0,17.9,7.7,4.3967,16.5,93.9,3.2,6.9,36.6,25.5,10.2,7.1,28.0,29.6
23,4.4,68.0,37.8,18.3,12.4,74346,12.6,34.2,15.6,8.2,4.8954,16.3,95.6,3.4,7.2,35.9,24.7,11.9,8.8,28.3,30.2
24,5.6,75.8,33.0,22.8,11.2,47618,13.9,31.6,15.6,6.4,2.56,26.9,79.4,2.5,21.8,31.2,24.3,16.4,2.8,27.6,23.2
25,4.5,78.0,37.9,21.7,7.4,47586,11.0,41.0,20.7,11.4,5.6772,23.0,88.0,3.6,27.6,31.6,25.8,19.6,3.6,21.7,33.4
26,6.2,76.1,25.1,22.6,13.2,40734,18.0,28.0,17.6,21.0,8.693999999999999,50.0,82.9,4.5,61.6,36.3,21.3,10.7,1.3,26.5,16.1
27,4.3,77.6,29.9,22.7,11.4,43771,12.6,33.4,17.1,9.1,3.6309,13.9,84.5,1.8,18.0,26.0,25.9,26.1,2.4,30.5,18.9
28,3.8,78.9,40.8,16.2,7.9,65129,8.8,27.8,16.7,9.7,4.7627,15.0,91.4,2.7,18.6,30.8,23.6,15.4,5.6,22.5,33.6
29,4.1,77.4,44.4,15.9,6.3,61389,10.6,38.5,15.8,13.7,5.3978,18.1,91.2,2.2,15.9,32.7,28.1,16.7,9.7,17.9,42.5
30,6.2,70.9,21.4,24.0,15.0,34881,23.3,33.6,18.2,27.4,6.85,55.4,71.7,9.5,64.0,38.0,20.1,7.0,0.8,27.7,13.9
31,3.4,80.6,38.5,16.7,9.4,59512,8.5,30.8,13.5,9.0,5.184,15.3,89.7,5.1,19.1,29.5,25.6,20.4,3.7,26.2,27.5
32,4.3,76.4,39.3,20.1,8.1,51106,15.9,47.1,23.7,14.9,5.1554,25.5,86.6,5.5,27.2,40.9,23.7,11.5,4.7,19.1,35.4
33,4.6,74.9,33.7,23.9,10.6,50537,10.8,31.4,17.2,5.6,2.5704,26.6,85.5,2.3,21.8,30.7,23.4,17.8,2.7,26.1,24.5
34,3.7,79.1,39.5,21.2,7.6,49072,7.6,40.1,19.4,11.7,5.8383,22.2,91.0,4.0,28.2,31.3,25.1,20.9,3.7,21.3,34.0
35,5.8,75.7,25.3,22.2,12.4,44224,12.4,28.5,17.3,21.7,9.8301,51.1,89.0,4.5,62.5,35.8,22.1,11.8,1.9,27.9,16.5
36,3.3,78.7,29.8,24.5,10.5,49466,8.0,35.1,19.6,7.0,3.29,13.9,88.5,1.6,19.3,25.5,25.6,27.5,2.7,29.6,19.2
37,3.2,78.4,44.9,15.0,7.4,71693,6.5,27.8,19.0,10.2,5.2632,14.8,93.9,3.5,18.2,31.5,24.2,16.1,7.7,20.8,36.0
38,3.2,76.0,45.8,15.5,7.0,67830,8.6,38.6,15.9,14.4,6.5088,19.6,94.5,2.2,16.8,30.8,28.6,18.1,11.3,17.9,45.4
39,4.1,69.9,21.6,25.8,16.7,40991,18.2,32.1,16.5,25.6,7.2192,54.1,86.4,9.9,64.0,37.7,20.9,7.6,1.4,27.7,14.0
40,3.0,79.6,40.0,16.4,8.8,61754,6.5,29.9,13.9,9.6,5.6160000000000005,14.9,93.9,3.9,19.2,27.9,25.4,21.7,4.5,24.3,29.4
41,3.9,76.7,40.7,18.3,8.1,55349,10.6,44.1,20.4,14.7,5.5713,26.4,92.5,6.5,27.2,41.3,22.9,11.4,5.8,20.4,37.5
42,3.7,75.4,34.2,21.1,10.9,55444,11.1,30.9,15.5,6.2,2.9760000000000004,27.0,88.0,2.5,23.0,30.7,23.1,19.3,3.6,26.4,25.3
43,3.6,77.6,32.6,22.2,11.5,52481,9.3,33.9,16.8,7.3,4.1464,13.5,91.8,1.8,19.8,25.5,26.0,27.7,2.6,29.7,20.1
44,2.3,74.3,45.0,17.2,7.3,73608,8.6,38.5,15.9,13.6,6.9088,19.5,95.8,3.4,17.9,31.3,27.8,19.0,11.9,17.8,45.1
45,4.6,73.6,23.0,24.6,17.9,46053,19.9,32.3,14.3,25.4,7.4676,55.8,92.3,9.7,64.2,38.5,20.5,7.1,2.8,28.0,15.6
46,2.6,78.4,38.4,16.6,11.3,68097,6.4,30.0,14.3,9.4,5.8374,16.8,94.8,4.9,20.3,28.5,24.8,23.0,6.3,25.1,31.0
47,3.2,78.6,38.9,22.9,9.0,53292,8.7,41.8,18.0,10.8,5.8320000000000025,22.1,92.8,3.9,29.2,32.0,24.2,21.6,4.9,21.9,33.3
48,2.7,76.4,45.8,14.8,8.1,78797,7.2,26.2,16.7,9.7,5.2477,16.4,95.7,4.2,17.4,31.0,23.8,16.8,9.4,20.2,38.2
49,2.6,75.4,41.8,18.5,9.9,60705,10.7,46.2,19.7,15.8,5.6564,25.3,94.5,6.3,26.9,41.5,23.8,12.0,7.0,18.9,40.0
50,3.4,76.7,26.3,22.6,15.4,50291,12.9,27.1,16.4,21.3,9.9897,50.8,92.2,5.0,63.5,35.8,21.7,12.5,2.4,28.3,16.3
51,3.9,83.0,29.1,18.2,18.2,37247,10.8,33.3,16.3,1.8,0.5706,2.6,75.9,18.3,3.1,31.1,25.6,17.4,1.6,37.8,15.7
52,3.8,83.6,37.3,17.8,10.3,46361,11.6,35.3,15.6,4.2,1.2348,6.6,82.4,22.2,5.1,34.4,25.1,14.2,3.0,31.0,28.3
53,3.3,83.1,33.7,17.3,15.2,45351,12.7,32.6,17.2,9.4,2.867,12.6,83.7,3.1,13.8,34.3,24.1,13.6,3.7,31.5,24.9
54,4.7,80.1,28.3,18.5,19.6,37793,11.9,32.8,13.3,3.3,0.9702,5.4,74.6,20.0,5.5,29.6,26.5,17.7,1.5,39.4,16.5
55,3.9,82.6,29.0,17.5,18.6,40492,8.0,34.2,18.6,1.7,0.5933,3.2,82.4,17.8,3.2,30.1,26.0,17.7,1.8,38.1,16.5
56,2.8,83.9,39.3,15.8,11.1,49498,6.7,35.7,13.9,4.0,1.368,6.4,86.6,22.3,5.2,33.2,25.3,15.0,4.1,30.5,30.0
57,2.0,83.0,35.2,17.1,14.8,47903,9.1,34.1,16.2,9.3,2.9202,13.7,89.3,3.1,14.2,34.1,23.3,14.2,4.2,30.7,26.9
58,3.1,82.7,29.0,17.7,18.6,39586,7.8,34.2,13.0,3.1,0.8959,5.2,79.3,20.0,5.6,28.4,27.0,18.4,1.4,38.0,15.8
59,3.2,82.7,31.2,16.4,19.3,41553,8.1,33.5,17.7,1.7,0.4148,3.3,86.5,16.9,3.4,30.6,25.6,18.1,1.9,38.4,17.0
60,2.4,84.1,38.8,17.3,13.3,50381,6.8,34.7,12.7,4.2,1.5246,6.3,90.3,22.9,5.3,33.2,24.9,16.0,5.1,29.4,30.0
61,2.7,83.7,27.8,17.1,22.6,41230,8.8,33.2,12.9,3.3,1.2804,6.5,84.6,19.0,6.3,28.7,26.1,19.4,1.9,38.5,17.2
62,2.1,80.4,35.0,16.9,18.4,52799,9.3,32.5,14.4,9.3,3.255,13.8,92.3,3.1,14.7,34.4,23.7,14.4,5.1,30.2,28.3
63,4.8,77.1,33.5,21.5,10.2,45923,10.8,37.8,16.9,6.3,3.1437,11.9,84.0,1.5,13.4,30.0,27.8,19.6,3.3,24.5,23.9
64,4.3,70.9,42.5,19.1,7.3,64958,10.0,39.1,14.4,14.2,6.0918,20.5,89.6,1.6,17.9,29.5,30.0,18.0,11.6,19.6,39.7
65,5.5,74.0,34.1,20.1,11.6,56275,9.8,30.4,16.9,18.6,9.1326,31.5,88.6,6.0,29.0,34.5,25.4,12.9,4.6,23.4,24.2
66,4.5,77.1,40.1,18.7,6.3,68539,7.8,31.5,12.1,9.4,5.029,13.0,89.5,1.2,12.8,27.6,29.6,19.2,7.9,21.4,32.0
67,4.8,75.6,36.2,19.5,10.0,65520,9.8,33.8,15.5,20.2,10.3222,30.5,90.0,6.7,27.6,32.6,27.3,15.9,6.6,20.3,31.7
68,6.5,74.9,35.1,21.5,10.3,46805,11.9,38.2,17.7,23.0,11.753,38.0,87.5,13.2,29.0,37.8,23.0,11.3,3.1,23.2,26.1
69,5.8,79.2,40.9,17.6,8.4,66104,8.6,29.6,16.8,18.0,11.735999999999999,24.9,92.7,7.2,16.5,32.9,27.0,14.1,6.1,21.2,32.7
70,7.1,77.8,29.1,20.5,14.3,45873,11.4,27.0,14.1,13.2,6.468,23.3,83.3,8.2,39.4,32.6,24.4,12.8,2.4,28.4,15.7
71,6.7,75.3,29.6,18.8,14.9,54491,11.3,25.9,15.8,21.8,10.3986,37.7,85.1,9.8,37.1,32.5,24.9,12.4,4.7,26.5,19.9
72,7.8,80.0,26.8,17.7,17.6,54681,10.0,25.4,14.5,21.1,9.073,39.2,87.1,2.5,42.3,34.3,23.7,11.4,3.3,28.4,17.7
73,5.2,64.8,42.8,18.6,7.6,75036,9.2,32.6,12.8,25.7,12.4902,35.5,91.2,7.6,26.7,32.6,27.8,15.1,13.2,18.8,41.5
74,4.0,32.3,55.6,16.9,5.6,85370,7.3,56.5,12.4,33.3,20.7792,41.5,88.7,5.3,14.8,45.7,25.5,14.5,16.4,12.2,55.6
75,4.8,52.1,48.4,18.0,8.6,62811,9.2,42.9,16.0,27.3,13.7046,39.3,89.4,17.4,22.4,40.2,24.9,12.5,9.5,14.8,45.7
76,3.8,66.1,44.4,19.2,7.9,95972,7.3,31.5,11.3,37.8,21.924,50.0,92.3,3.4,24.2,35.6,27.4,14.4,17.3,16.3,45.3
77,4.0,74.6,46.0,15.8,9.6,91265,7.2,23.7,11.2,33.7,18.0632,46.2,93.3,6.5,22.8,34.4,27.0,12.5,13.7,20.0,40.5
78,7.0,74.4,21.7,20.5,17.1,36780,15.1,25.8,17.1,24.6,8.5608,53.2,80.3,5.9,59.1,35.4,20.8,10.2,1.7,25.4,11.9
79,3.7,77.2,56.9,12.3,8.7,103316,5.5,25.4,11.5,47.3,24.1703,60.2,94.4,2.7,16.1,39.3,24.2,11.4,18.3,15.7,54.3
80,3.6,74.1,58.5,12.8,4.8,105872,6.1,32.5,12.5,28.9,14.9991,35.4,94.4,2.3,16.7,32.5,28.3,14.5,24.7,11.7,59.7
81,4.8,74.9,38.6,19.0,11.2,83701,9.2,26.7,11.4,36.2,20.5978,55.7,91.1,2.8,41.6,36.3,25.9,11.7,12.3,20.1,32.8
82,4.1,70.1,31.7,19.4,11.3,60076,14.0,29.3,12.5,26.2,7.6766,47.9,85.0,1.9,52.4,35.4,24.5,11.8,7.2,21.0,27.0
83,7.3,73.9,15.7,17.3,17.1,36972,18.0,18.9,14.5,28.1,7.0531,61.9,72.6,3.7,73.9,37.3,20.6,7.8,1.3,26.3,7.1
84,5.6,79.2,31.3,18.9,12.5,52172,11.5,26.2,15.1,18.1,7.9097,38.8,83.9,3.6,46.7,34.0,22.7,11.6,4.0,23.8,23.2
85,5.2,80.5,32.3,18.3,11.5,55195,10.8,26.6,15.8,13.3,5.7456,30.7,84.4,7.3,38.0,34.3,23.2,11.6,3.5,28.4,19.3
86,3.8,71.9,35.6,22.6,8.5,63704,13.5,36.6,19.3,17.9,5.9965,30.3,87.9,1.9,35.6,34.7,24.4,15.3,6.9,18.6,32.8
87,5.5,78.3,39.3,17.4,10.0,70727,10.6,22.7,11.3,20.9,11.9757,32.5,90.8,8.3,37.5,32.5,26.9,10.5,7.5,23.4,26.3
88,5.4,77.8,36.1,16.7,10.5,74758,12.1,26.0,12.5,23.2,10.4864,40.2,89.6,1.7,44.7,32.7,26.1,13.6,9.8,18.8,32.1
89,3.6,77.3,44.3,17.2,8.2,66454,10.3,30.6,10.2,38.7,24.1101,55.8,89.9,4.1,28.1,34.2,28.1,16.3,9.8,19.3,40.8
90,5.7,71.6,48.8,17.9,6.7,57782,14.3,46.7,12.3,41.3,24.4496,55.8,88.9,2.2,26.6,41.6,26.2,14.4,8.9,17.8,43.6
91,6.8,71.2,23.8,23.9,15.3,47499,19.5,28.2,9.7,43.4,19.6168,75.1,83.8,3.8,69.1,39.3,23.7,10.0,2.4,26.2,17.9
92,5.4,74.5,46.4,16.2,6.7,69353,12.1,37.0,12.7,33.6,21.3024,45.0,92.2,5.4,26.9,36.2,26.8,14.7,10.2,17.8,42.5
93,6.6,77.9,32.4,17.5,16.0,52396,14.0,27.2,15.4,23.2,11.1592,43.2,88.3,10.4,51.1,36.8,22.8,9.9,4.0,26.6,23.0
94,5.5,77.2,27.7,20.4,16.4,57177,15.9,21.9,9.2,35.7,19.5636,62.9,86.0,3.3,62.0,35.7,24.9,13.0,4.2,26.0,20.0
95,4.3,73.0,62.4,9.8,4.3,101573,6.0,45.3,16.0,22.3,14.1159,30.0,94.4,2.1,12.9,34.4,28.0,16.6,22.1,9.4,64.0
96,5.7,58.9,27.2,24.7,16.4,35691,25.0,39.9,12.0,49.0,18.62,78.2,77.0,4.0,64.8,41.4,23.0,10.9,3.0,20.7,24.1
97,6.6,76.2,22.7,18.0,22.9,53318,17.6,20.4,14.6,29.8,12.814,60.1,86.7,6.2,70.5,38.5,22.8,8.3,2.2,27.1,13.9
98,6.0,78.1,24.4,29.6,10.3,44446,17.3,35.3,14.7,22.8,8.9832,40.2,83.2,4.2,49.1,29.7,23.7,19.5,3.5,27.1,20.8
99,5.9,68.5,41.4,20.3,8.9,49669,15.6,45.9,12.9,32.8,14.4648,50.3,86.3,22.3,39.3,40.8,24.5,12.4,7.4,17.5,37.0
100,4.2,82.2,30.6,16.7,16.1,61537,15.8,21.8,7.4,30.6,16.8606,57.8,85.1,3.6,63.1,35.7,25.0,13.4,4.3,26.2,20.9
101,4.2,81.0,44.0,14.7,8.3,76910,10.8,20.6,12.9,32.0,18.88,47.5,92.6,2.4,34.2,34.4,26.8,13.4,9.6,18.3,39.6
102,6.5,69.0,16.6,20.9,27.7,39199,23.7,18.1,8.3,42.4,13.7376,82.5,77.3,4.9,86.9,37.7,21.8,7.9,0.9,23.0,9.2
103,8.5,75.5,24.1,19.6,19.1,55255,17.9,20.8,15.3,24.6,10.7748,49.0,89.8,8.4,58.9,37.3,22.0,9.0,2.8,28.5,15.0
104,6.7,76.9,34.0,19.6,10.9,71902,11.8,21.2,13.4,19.6,10.3684,32.1,92.3,6.4,37.5,34.3,24.9,11.3,5.7,24.7,24.3
105,7.0,75.9,29.1,22.2,13.8,48361,15.8,31.4,12.8,29.9,12.9766,50.6,86.6,23.9,45.8,37.1,24.3,11.3,3.7,22.1,24.2
106,7.4,71.6,18.3,21.3,23.7,45678,19.6,20.7,10.8,35.5,13.5255,68.3,82.5,15.8,70.5,37.6,22.5,8.5,2.3,25.0,11.1
107,4.0,80.8,51.6,13.3,5.6,91848,7.7,28.3,14.6,28.5,16.359,37.8,95.1,2.0,20.0,33.6,27.1,13.5,15.0,13.4,51.6
108,4.8,75.0,22.6,25.2,17.3,55073,19.3,22.8,10.1,40.5,15.4305,70.7,88.0,1.4,66.8,39.5,22.0,8.8,3.1,23.7,17.7
109,5.2,76.9,36.7,19.0,12.4,58787,12.5,33.5,11.7,30.7,16.9157,47.1,89.6,7.1,34.3,35.6,26.6,12.4,5.6,19.6,29.7
110,4.0,79.4,45.4,16.0,7.9,83425,9.8,35.0,12.2,24.6,15.5226,33.4,93.8,1.1,21.4,34.0,28.8,15.9,14.2,15.1,43.9
111,3.4,74.7,44.4,17.2,8.1,77025,9.5,29.2,14.7,16.9,8.6866,24.2,93.5,2.4,24.6,34.7,25.3,14.2,14.5,16.0,44.0
112,4.9,81.1,35.8,19.9,9.1,65009,14.0,24.3,14.0,19.5,8.5215,29.4,90.8,2.8,31.2,32.9,26.4,13.9,5.6,22.8,28.1
113,7.7,72.6,21.4,26.8,13.3,41561,18.5,24.6,12.7,34.0,15.198,68.3,82.1,7.0,70.9,38.7,21.4,10.6,1.9,25.0,13.9
114,3.7,73.1,57.0,13.3,5.6,85121,7.5,38.4,18.0,22.8,12.6996,29.4,94.9,3.1,14.5,38.8,25.5,12.7,12.7,12.0,57.9
115,4.9,79.9,42.5,20.0,7.4,65226,12.1,37.9,14.1,22.7,12.4396,37.6,92.3,7.8,33.4,39.7,24.7,12.5,5.7,18.6,35.8
116,3.8,78.0,34.6,20.8,10.6,47488,5.3,38.5,15.6,6.3,3.1941,12.4,89.5,1.3,13.4,29.5,26.9,21.3,3.7,25.0,23.7
117,3.6,70.9,43.6,20.7,7.2,66604,5.7,39.7,13.5,13.7,5.6855,18.5,91.2,1.3,17.8,28.6,28.9,20.0,13.0,18.5,40.8
118,3.7,75.6,33.3,20.1,11.5,61508,6.2,29.2,16.7,19.3,9.2254,31.9,91.1,6.3,29.7,34.6,24.6,13.9,6.5,22.6,25.1
119,3.0,79.0,42.6,18.2,7.1,74074,3.9,31.7,15.2,9.2,5.8144,12.8,93.2,1.4,13.7,26.9,29.0,20.1,10.1,20.8,33.3
120,4.1,73.7,34.5,22.7,9.4,73006,5.3,33.6,12.5,21.2,11.2572,31.4,93.0,6.4,27.8,32.7,27.7,16.7,8.2,19.9,31.2
121,4.7,75.8,35.7,21.0,10.4,51932,5.7,38.9,16.1,22.8,12.4032,38.4,92.8,12.9,27.8,38.4,23.0,12.1,4.4,24.6,27.5
122,3.5,79.0,41.9,18.7,7.9,68735,3.8,30.5,13.7,18.8,11.6372,27.1,94.3,7.0,17.4,32.1,27.0,15.0,7.9,20.0,32.9
123,5.1,76.0,27.4,23.4,13.6,49194,7.3,27.0,16.3,13.7,7.1103,26.8,91.3,9.0,40.4,32.3,24.8,12.9,3.0,29.0,17.0
124,5.1,75.8,28.5,21.0,13.2,61454,5.5,26.1,14.8,22.3,10.5702,38.9,88.7,9.5,38.2,33.3,24.1,13.0,6.4,25.8,19.2
125,5.7,78.8,27.4,17.4,16.7,60235,5.3,23.9,13.1,20.6,9.7232,40.7,91.1,3.4,43.2,33.6,24.3,12.3,4.7,28.5,16.6
126,3.9,65.0,43.6,20.0,7.2,86000,5.9,29.3,12.7,26.0,12.48,37.2,94.7,7.6,27.8,31.8,27.0,16.1,16.4,15.7,43.6
127,3.1,31.2,59.4,15.3,4.3,105918,3.1,53.8,12.1,33.5,20.4685,41.2,92.4,5.2,14.9,46.2,24.8,14.6,23.8,11.3,59.5
128,3.5,49.9,50.0,17.4,7.7,73601,5.5,44.4,13.8,27.5,14.3275,39.7,92.2,17.2,21.1,39.9,24.6,13.8,13.1,14.0,47.2
129,2.6,66.4,45.4,19.0,8.0,103850,4.2,29.1,10.6,37.7,22.7331,50.2,95.3,2.7,23.0,35.0,27.4,15.3,22.7,16.6,47.5
130,2.7,69.6,48.3,14.1,9.2,106291,3.4,22.4,9.1,34.8,18.6876,47.7,95.4,5.1,23.0,34.4,27.9,12.8,20.0,19.0,45.0
131,7.2,76.1,21.1,22.6,16.5,40207,8.4,25.7,15.2,25.1,8.785,53.0,86.7,6.2,60.2,35.7,21.1,10.1,2.6,24.2,12.2
132,2.9,74.0,60.3,11.9,7.2,121150,2.7,26.2,13.5,49.4,24.947,61.9,96.2,2.8,16.5,40.4,24.4,11.4,23.0,15.2,57.1
133,2.3,74.6,61.1,12.1,4.7,125790,2.9,30.3,11.8,30.5,15.4635,38.4,96.1,2.0,17.0,32.7,28.0,15.4,30.9,11.3,61.5
134,3.8,74.1,38.6,20.7,10.3,93139,5.6,24.6,12.0,34.7,19.5014,54.4,94.2,2.8,40.4,35.6,25.9,12.2,16.3,19.4,35.5
135,3.3,70.0,31.2,19.1,10.4,67419,7.9,30.5,11.0,26.3,7.6796,48.3,88.9,1.8,53.0,34.8,23.8,13.0,8.4,18.9,27.8
136,6.3,77.8,17.9,17.7,15.8,41174,10.0,17.5,13.8,28.5,7.7235,64.3,82.8,3.9,75.5,35.8,20.7,8.6,1.7,27.0,7.9
137,4.9,81.0,34.2,18.6,11.9,56524,7.0,25.8,13.4,18.3,7.9971,38.9,91.6,2.4,48.1,34.5,22.0,12.3,5.5,23.2,24.1
138,5.7,81.5,35.0,18.4,10.9,54437,6.3,31.1,16.5,14.1,6.5001,30.4,89.4,6.5,38.3,34.4,23.7,12.6,4.5,27.5,20.8
139,3.2,70.0,36.4,21.8,7.6,68929,8.2,34.4,18.0,18.8,6.8996,31.8,92.1,1.8,36.2,34.7,23.7,16.4,8.6,17.9,34.0
140,4.0,78.5,38.9,18.4,11.9,75367,6.5,24.6,10.9,19.8,11.88,31.3,92.0,7.0,39.0,31.8,28.0,11.4,10.2,21.8,27.7
141,3.3,76.8,37.3,17.1,10.7,76914,9.7,28.1,10.2,23.5,10.481,41.1,91.4,1.7,45.2,32.5,26.4,14.6,11.2,17.6,34.1
142,3.0,76.6,43.7,18.0,8.5,71223,5.6,29.9,8.7,38.6,23.8162,54.5,92.1,5.1,28.0,32.9,28.4,17.7,10.5,19.6,40.5
143,5.0,73.1,49.0,16.7,6.9,63940,8.1,48.1,10.2,39.7,24.5743,53.3,91.0,3.2,24.6,40.6,26.6,15.6,10.4,16.8,46.2
144,4.4,73.6,25.5,24.6,14.9,50655,11.8,29.0,7.9,43.4,21.266,73.8,87.1,3.3,68.3,39.0,24.9,10.1,3.6,26.7,19.3
145,4.4,76.6,47.7,16.7,7.1,76778,6.6,35.7,10.9,33.0,21.252,47.0,94.9,6.0,28.4,35.4,27.5,15.5,13.2,17.0,42.4
146,5.2,79.1,30.5,18.7,15.9,58668,8.6,25.5,15.3,22.0,10.538,43.7,90.7,10.2,53.6,37.1,22.5,10.4,4.3,23.3,22.6
147,3.9,76.5,28.1,20.7,16.5,67101,9.2,20.1,8.3,36.6,20.5692,65.0,92.1,3.3,61.3,36.0,25.5,13.5,4.5,27.0,21.4
148,3.5,73.8,63.9,9.2,4.0,101956,3.7,45.8,15.0,23.2,14.152000000000001,30.0,95.2,3.2,12.9,33.9,28.4,17.1,24.1,9.0,65.3
149,4.3,59.3,28.3,24.8,14.8,40847,17.0,41.4,11.5,46.5,18.5535,75.5,87.2,4.6,63.9,41.8,23.1,11.3,3.6,21.0,25.4
150,5.4,75.9,21.9,19.5,21.3,57159,12.0,20.6,12.0,29.5,12.921,60.4,92.8,6.3,70.8,38.3,23.2,9.0,2.2,27.1,16.1
151,4.9,78.2,26.9,24.7,11.3,44567,10.6,38.2,12.0,22.5,8.7525,42.4,87.1,4.5,49.5,28.8,24.7,21.1,4.2,28.3,20.6
152,4.2,71.3,41.0,22.0,9.1,55190,10.4,45.8,10.2,32.6,15.2894,50.3,90.5,21.9,39.6,41.0,24.3,13.0,8.3,18.2,36.9
153,3.7,81.5,32.3,17.1,15.6,66421,8.2,21.7,7.8,30.7,18.1437,54.7,90.7,4.6,60.1,34.5,25.6,13.5,5.2,25.9,23.4
154,3.4,79.4,42.2,15.1,10.1,85188,5.6,21.7,10.3,34.1,20.5282,50.4,95.5,2.4,34.3,34.3,26.8,14.8,12.4,18.2,41.6
155,5.1,72.3,15.9,20.6,27.0,42902,14.6,17.2,6.8,40.4,14.342,84.3,86.6,4.2,88.0,37.4,21.5,8.9,1.9,25.2,9.8
156,5.4,79.0,26.3,17.1,19.6,62069,9.7,20.9,12.6,24.5,10.6085,49.5,93.4,9.6,59.3,37.4,22.1,9.2,3.8,27.5,18.3
157,4.4,78.4,35.3,19.0,10.8,76504,7.0,21.4,13.3,19.2,11.3088,33.8,94.9,5.0,39.4,34.7,24.6,12.0,7.9,23.7,25.0
158,4.3,74.9,31.1,23.7,13.9,54614,10.6,32.6,10.3,32.3,13.889000000000001,53.5,90.1,22.1,46.9,37.6,24.6,11.7,5.6,22.3,26.6
159,5.2,76.5,19.6,20.3,23.1,50890,11.4,21.4,7.5,34.1,14.3561,68.2,89.1,15.2,70.6,35.8,22.7,10.6,3.0,25.8,12.4
